KO	123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline
K08963	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K08986	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K09457	89589	159431	24874.9	6	3	6	112551.5	6	3	38.06541	3281310	6.7987	8006.8	115741.5	7943.5	462003	7193.3	49386.5	1.5	81120.6	1.5	274512.1	6	37.425	76296.9	6	210201.5	6	53037.8	23620.8	6	46333	577.125	117251.5	111261.5	149.5	1.5	1.5	8.13369	6.44172	3	36441.95	312900.75	240820.75	3064000.75	703060.75	160206.09361	13.95	16596.5	9.0288	3	80280	3	1152931	1217400.75	3	457433.75	1075.68	5473990	6.12666	3	928503.95	221650	2448890	904930	314909.76	4646700
K09771	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K09774	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K09800	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K09806	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K09807	6189	51430	7673.4	3	1.5	3	57650	3	1.5	4.6865	254810	3	7608.3	19040	5102	103001.5	3481.5	38201.5	0.75	65619.1	0.75	92510.6	3	0.75	28719.2	3	57601.5	3	53000.75	4041.5	3	38501.5	576.375	87650	56160	3	0.75	0.75	6.081	1.5	1.5	36380	76900	193220	334000	293060	157552	1.5	195.75	1.5	1.5	14380	1.5	164831	690400	1.5	354433	17.68	815590	3.9	1.5	882003.2	78950	907890	337930	48809.76	783700
K09949	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K10026	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K10206	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K11085	89589	159431	24874.9	6	3	6	112551.5	6	3	38.06541	3281310	6.7987	8006.8	115741.5	7943.5	462003	7193.3	49386.5	1.5	81120.6	1.5	274512.1	6	37.425	76296.9	6	210201.5	6	53037.8	23620.8	6	46333	577.125	117251.5	111261.5	149.5	1.5	1.5	8.13369	6.44172	3	36441.95	312900.75	240820.75	3064000.75	703060.75	160206.09361	13.95	16596.5	9.0288	3	80280	3	1152931	1217400.75	3	457433.75	1075.68	5473990	6.12666	3	928503.95	221650	2448890	904930	314909.76	4646700
K11719	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K11720	89589	159431	24874.9	6	3	6	112551.5	6	3	38.06541	3281310	6.7987	8006.8	115741.5	7943.5	462003	7193.3	49386.5	1.5	81120.6	1.5	274512.1	6	37.425	76296.9	6	210201.5	6	53037.8	23620.8	6	46333	577.125	117251.5	111261.5	149.5	1.5	1.5	8.13369	6.44172	3	36441.95	312900.75	240820.75	3064000.75	703060.75	160206.09361	13.95	16596.5	9.0288	3	80280	3	1152931	1217400.75	3	457433.75	1075.68	5473990	6.12666	3	928503.95	221650	2448890	904930	314909.76	4646700
K12506	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K12950	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K13530	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K13921	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K13922	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K14534	5340	3430	7590	1.5	0.75	1.5	48300	1.5	0.75	1.5	253000	1.5	7530	17200	5070	103000	3480	38200	0.375	65600	0.375	92500	1.5	0.375	28700	1.5	57600	1.5	53000	4040	1.5	38500	576	86000	47400	1.5	0.375	0.375	5.331	0.75	0.75	35300	46100	191000	164000	292000	157000	0.75	0.75	0.75	0.75	12900	0.75	164000	621000	0.75	354000	10.6	813000	0.75	0.75	882000	76500	906000	336000	48800	771000
K15738	89589	159431	24874.9	6	3	6	112551.5	6	3	38.06541	3281310	6.7987	8006.8	115741.5	7943.5	462003	7193.3	49386.5	1.5	81120.6	1.5	274512.1	6	37.425	76296.9	6	210201.5	6	53037.8	23620.8	6	46333	577.125	117251.5	111261.5	149.5	1.5	1.5	8.13369	6.44172	3	36441.95	312900.75	240820.75	3064000.75	703060.75	160206.09361	13.95	16596.5	9.0288	3	80280	3	1152931	1217400.75	3	457433.75	1075.68	5473990	6.12666	3	928503.95	221650	2448890	904930	314909.76	4646700
K16089	155840	219431	41991.5	6	3	6	158101.5	6	3	63.97891	3336000	7.5974	8325.5	210601.5	10751.5	462003	7253.6	49770	1.5	96601.5	1.5	456501.5	6	73.35	76355.4	6	306900	6	53073.35	23698.6	6	54161.5	577.125	145201.5	157601.5	293	1.5	1.5	8.68638	9.88344	3	35423.15	518100.75	286200.75	5624000.75	1112000.75	159658.18722	24.9	32801.5	15.0576	3	121100	3	1163200	1675000.75	3	560000.75	1315.6	5559800	4.45332	3	975000.75	285100	2608000	1154000	344000	4947000
K00012	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00097	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00112	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K00113	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K00208	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00231	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00241	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00278	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00330	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00331	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00337	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00338	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00339	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00340	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00341	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00342	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00343	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00346	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00347	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00348	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00349	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00350	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00351	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00634	17149	48001	84.9	3	1.5	3	9351.5	3	1.5	7.46541	2971810	3	79.8	1841.5	33.5	359001.5	3651.5	10801.5	0.75	20.6	0.75	12.1	3	0.75	47519.2	3	55901.5	3	1.5	19501.5	3	3	0.75	1651.5	8761.5	3	0.75	0.75	1.5	1.5	1.5	1080.75	30800.75	2220.75	170000.75	1060.75	3202	1.5	195.75	1.5	1.5	25080	1.5	977831	69400.75	1.5	433.75	818.08	4572590	3.9	1.5	3.95	79250	1381890	317930	237009.76	3562700
K00647	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K00657	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00767	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00812	101398	204002	17369.8	7.5	3.75	7.5	73603	7.5	3.75	44.03082	6000120	8.2987	556.6	100383	2907	718004.5	7364.8	21988	1.875	15541.2	1.875	182024.2	7.5	37.8	95116.1	7.5	208503	7.5	39.3	39082.3	7.5	7836	1.875	32903	72623	151	1.875	1.875	4.30269	7.19172	3.75	2222.7	297601.5	52041.5	3070001.5	412121.5	6408.09361	14.7	16791.5	9.7788	3.75	92460	3.75	1966762	665801.5	3.75	103867.5	1883.16	9233580	9.27666	3.75	46507.9	224400	2924780	886860	503119.52	7438400
