Cef2dayrec21	Cef2dayrec22	Cef2dayrec23	Cef2dayrec25	Cef2dayrec26	Cef2dayrec27	Cef6wkrec13	Cef6wkrec14	Cef6wkrec15	Cef6wkrec16	Cef6wkrec17	Cef6wkrec18	Cef6wkrec19	Cef6wkrec20	NoAbx29	NoAbx30	NoAbx31	NoAbx32	NoAbx33	NoAbx34	NoAbx35	NoAbx36	NoAbx6wk37	NoAbx6wk38	NoAbx6wk39	NoAbx6wk40	NoAbx6wk41	NoAbx6wk42	NoAbx6wk43	NoAbx6wk44	KEGG
3.5262	3.5256	2.7675	2.3817	1.35	3.2325	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	D02009
3.8556	1.8948	3.2013	2.9634	3.0366	2.2443	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	0.6316	C00503
1.2771	1.2771	1.2771	1.2771	1.2771	1.2771	0.8572	1.1428	1.554	0.8318	1.8509	3.1381	0.4257	0.7757	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	0.4257	C01444
3.2097	4.3185	2.2578	3.3522	2.5581	4.9077	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	0.7526	C00879
3.5385	4.1988	2.067	3.6396	2.7033	3.2322	1.6124	1.3204	1.7694	1.6079	1.458	1.2114	1.326	1.8199	0.9507	0.5963	0.862	0.6373	0.6571	0.9832	0.9493	1.0375	0.9329	1.0168	0.8364	0.6864	0.9188	0.9466	0.8628	0.7786	C02037
2.1384	1.9323	1.9323	2.079	2.2671	1.9323	1.2116	0.815	1.4997	1.1671	0.8838	0.6441	0.81	1.004	0.6441	1.0667	1.5348	1.0165	0.9543	0.6441	1.1559	1.9373	1.3235	1.0658	1.2274	0.9515	0.6667	0.7782	1	0.7688	C05984
0.2067	0.2067	0.2067	0.2067	0.2067	0.2067	1.8265	1.4624	1.1597	1.234	1	0.6118	1.3045	0.6859	1.1118	0.9564	1.1375	1.0369	1.0443	1.1178	1.0524	1.8625	0.2272	0.8895	0.3723	0.2659	0.8734	0.4469	0.4131	0.987	C00141
30.2778	18.3168	15.7968	22.7274	17.8542	15.4371	1.3566	0.9031	1.0303	1.3354	0.8741	1.0574	2.2821	2.1501	0.9303	0.734	0.6365	0.6738	0.4508	0.6398	0.6943	0.2285	0.6095	1	0.7557	1.5809	0.7522	0.946	0.7306	0.2285	C00482
3.5955	1.7145	1.2402	3.342	2.6691	1.4316	4.2872	2.773	1.8341	2.3081	3.6765	3.8051	1.9097	3.5897	1.0673	0.4134	0.8448	0.7687	0.5696	0.7691	0.6485	1.0993	1	1.0088	0.8388	0.8427	0.7705	1.03	1.0075	0.7286	C01197
2.2041	3.1368	9.198	3	4.0053	3.8802	0.1788	0.1788	0.1788	0.1788	0.1788	0.1788	0.1788	0.1788	1.1902	0.9532	1.2914	0.1788	0.319	0.1788	0.6847	1.0907	0.8152	1.322	0.9988	1.1455	0.4288	0.738	0.8146	0.5441	C00814
2.5524	2.4981	4.0134	2.1189	1.9695	1.5309	2.2122	2.93	5.5125	3.7064	8.2737	6.0395	3.8559	2.9386	1.262	0.4294	0.9862	0.7136	0.8508	0.4294	1.0138	1.1921	0.8383	0.4294	1.3757	1.2638	0.7087	0.7116	0.936	0.7345	C00509
0.0336	0.0402	0.0528	0.1506	0.0855	0.0264	1.9868	1.8301	1.598	1.4853	1.3417	0.8031	1.5188	0.842	1.3011	1.198	1.2496	1	1.0994	1.3272	1.3038	1.7713	0.266	1.1644	0.5197	0.4131	1.1051	0.5118	0.4978	0.9923	C00233
91.3905	8.2404	127.4856	107.4585	75.0069	56.1084	0.9804	1.4748	0.9605	1.1701	1.0196	1.2361	0.5155	0.4639	0.4829	0.826	0.7223	0.4899	0.6367	0.4639	0.4639	0.4639	0.4639	0.7181	0.6891	0.4639	0.5193	0.4639	0.4639	0.4639	C05607
4.5273	0.3876	8.1963	10.2087	7.0806	3	0.0456	0.0369	0.1899	0.1833	0.0369	0.1822	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	0.0369	C03264
2.6046	0.9756	1.3089	1.0476	1.4013	1.3875	2.164	1.9686	0.4634	0.8299	0.6582	0.6537	0.6116	0.5985	1.4129	1.5232	1.4943	1.4849	1.1822	1.4702	0.9855	2.314	1.0514	1.4747	1.0145	1.2995	1.0477	0.9711	1.1684	1.5299	C01425
134.8905	47.2011	46.2903	101.2719	109.8066	62.6931	0.6442	0.6547	0.9963	1.0403	0.9775	0.6742	0.2154	0.5835	1.0696	0.8552	0.2154	0.7606	0.7093	1.0313	0.9193	1.3395	0.7001	0.2154	0.7616	1.2068	1.3849	0.9355	1.0037	0.9259	C02350
5.3244	0.105	0.8931	0.9294	1.4748	0.1158	0.3105	0.3626	1.4628	1.2542	0.4432	0.3848	1.4182	1.5298	1.8126	0.7826	2.9541	0.8723	2.9302	0.8458	1.4586	12.2391	5.3117	1.0738	0.9262	3.66	1.337	3.2491	2.7169	0.4592	C00695
1.836	1.836	1.836	1.836	1.836	1.836	1.5385	1.6204	1.7345	1.4302	0.6928	0.9173	1.7549	1.7011	0.7007	0.6365	0.7412	0.7455	0.9541	1.0459	1.3486	0.8846	0.612	0.9149	1.4099	1.584	1.6676	1.1708	0.9187	0.8437	C00263
0.2289	0.2289	0.2289	0.2289	0.2289	0.2289	0.1056	0.2249	0.2158	0.1277	0.5328	0.3216	0.1076	0.0763	1.761	0.9357	1.5925	1.6319	2.2954	3.1145	0.8988	0.9794	1.2556	1.0146	3.1745	1.6127	0.9854	1.5003	1.8901	1.3938	C04056
4.2021	3.0918	3.7728	4.2477	2.8215	2.7045	1.1493	1.3312	1.2942	1.5486	1.3917	1.3911	1.356	1.8152	0.9997	0.5535	0.9875	0.5682	0.5117	0.7921	0.6601	0.8689	0.8958	0.9804	0.7146	1.0003	0.6825	1.1216	0.8683	0.9558	C01753
1.7916	1.7916	1.7916	1.7916	1.7916	1.7916	1.4509	1.0085	0.7626	0.9417	1.0704	0.9692	1.0138	0.8288	0.7677	1.4039	1.238	0.9915	0.5972	0.9309	1.5028	0.69	1.0913	1.1011	0.9568	0.9188	1.0322	0.6619	1.2827	1.1796	C00954
1.2042	1.2042	1.2042	1.2042	1.2042	1.2042	0.5888	1.7331	0.4014	0.4546	0.8808	1.5895	0.5464	0.7334	0.9083	0.9281	1.0034	1.057	1.4244	1.4671	0.8353	1.0438	1.2609	0.9175	1.3596	1.0781	0.4357	1.4081	1.3159	0.9966	C15517
1.3263	1.3263	2.4171	1.3263	3.9246	2.631	1.3924	1.0277	1.1937	0.4421	1.0915	1.0559	0.4421	1.4218	0.4421	0.4421	0.4421	0.4875	0.4898	0.4421	1.1176	0.8066	0.4421	0.8707	0.6338	0.6352	2.2646	0.4421	0.4421	0.9723	C01694
1.1097	0.8313	1.2966	0.8313	0.8313	0.8313	6.0079	4.4439	2.7744	3.2309	4.1318	4.7886	2.5993	2.2236	1	0.8411	0.5164	1.0797	2.6509	0.8204	0.3104	0.6974	0.5712	1.6369	0.6294	0.621	1.8314	1.1691	0.4863	1.8008	C01020
3.5742	2.997	3.0603	3.6237	3.003	2.6037	1.713	1.7599	2.0317	1.5478	1.3519	1.5311	1.3605	1.719	0.5405	0.6537	0.6392	0.9504	0.4988	1.0538	0.7394	1.322	0.9156	0.7077	0.6172	0.4264	0.441	0.5055	0.7132	0.5084	C00300
26.4357	17.9742	18.9891	20.1057	20.8635	21.4434	0.6289	1.1723	0.9548	1.0168	0.3101	0.9881	0.5348	1.0984	0.524	0.8229	0.9772	0.6579	0.6198	2.3545	1.2099	1.44	1.0886	0.7957	0.5241	0.4094	0.5598	1.0119	0.7806	0.8532	C01620
0.0834	0.0834	0.0834	0.0834	0.0834	0.0834	0.9873	1.4815	2.4089	0.3054	3.6783	1.0127	0.3698	0.5139	0.9066	2.9295	1.8018	5.5199	0.2131	0.0278	0.0769	0.0487	2.4464	3.1085	4.3409	2.6463	3.6773	0.6891	0.2293	0.2559	C00668
5.2383	3.576	3.0552	3.4113	2.9448	3.3558	1.2223	1.4313	1.5504	1.5652	1.2812	1.3415	1.247	1.5222	0.6344	0.483	0.5291	0.6145	0.4625	0.4783	0.5094	1.2394	0.5983	0.6897	0.5156	0.4811	0.4847	0.5356	0.546	0.5164	C00097
0.8739	0.7866	0.87	0.7509	0.7521	0.8349	0.8121	1.0148	0.6537	0.5506	1.0058	1.1587	0.7495	0.8108	1.0057	1.0329	1.228	1.0627	0.9595	0.9761	1.2464	0.9943	1.2357	1.3203	1.0264	1.1115	1.3747	1.4186	1.2747	1.3127	C00847
0.5304	0.5304	0.5304	0.5304	0.5304	0.5304	0.1768	0.2557	1.8357	1.9055	0.3334	0.4593	2.605	2.6642	1.0556	0.4461	1.1681	1.5701	1.1314	0.9816	0.5918	1.0846	1.4405	1.0184	0.4257	1.0369	0.9379	0.8753	0.861	0.3832	C17726
0.4839	0.4839	0.4839	0.4839	0.4839	0.4839	2.0425	1.5775	1.3326	0.8056	1.0689	1.0352	1.1428	0.9567	1.6917	1.2482	1.0651	0.598	0.9328	0.7081	0.1613	0.5907	0.8613	1.0813	0.9648	1.1069	0.5609	1.0557	0.8561	0.6886	C01042
3.1926	0.3996	3.975	3.8322	2.8074	1.5369	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	0.1332	C03672
4.2846	2.8359	4.0524	4.5219	4.0629	2.4477	2.4638	2.5964	4.6832	3.7842	1.6763	1.9238	3.3353	3.1659	0.4587	0.4766	0.6338	0.6601	0.7892	0.6494	0.9747	1.439	0.8179	0.7771	1.0062	0.5204	0.9808	0.7533	1.1883	0.9938	C02571
1.5393	1.5393	1.5393	1.5393	1.5393	1.5393	0.5131	0.5131	0.5131	0.5131	0.5131	0.5131	0.5131	0.5131	0.9943	1.3331	4.2834	0.963	0.5131	2.0211	0.9869	1.1447	1.0057	0.9668	0.5634	1.0993	0.8809	1.1752	0.6898	1.1661	C00020
7.7658	1.7217	4.0272	5.25	4.8744	3.1959	0.6196	1.0986	1.1168	1.3089	1.0009	0.6764	0.6314	0.822	0.5574	0.9044	1.1365	1.1026	0.8318	1.7412	0.9521	1.8354	0.9991	0.8973	1.3583	0.5383	0.4645	0.7328	0.8864	0.672	C06153
0.2322	0.1917	0.2106	0.1917	0.1917	0.1956	1.7461	1.329	0.2811	0.3607	0.981	0.7403	0.9954	0.6441	0.6018	0.9656	1.1448	0.7566	1.5468	1.3042	1.2408	1	1.2784	1.4628	1.9946	1.0664	2.5514	1.9401	1.5425	1.8113	C02678
1.2555	1.2555	1.2555	1.2555	1.2555	1.2555	0.9776	0.9072	0.4185	0.4187	1.0249	0.9572	0.8698	0.684	1.0224	1.2052	1.097	0.9297	1.2451	0.8226	1.0846	0.8132	0.9394	1.3247	1.3282	0.9673	1.4199	1.1523	1.2643	1.1976	C08277
0.0936	0.3546	0.4044	0.1305	0.0963	0.1308	2.6501	1.2146	1.1766	3.3651	1.9801	0.3033	1.8724	0.751	1.4942	1.3525	1.0942	0.1469	1.6855	0.9058	1.7734	1.825	0.2722	0.5377	1.2981	1.1143	0.5534	0.4532	1.5968	1.5986	C16533
0.6993	0.6993	0.6993	0.6993	0.6993	0.6993	1.8141	0.8845	0.9915	1.6208	1.1279	0.4681	1.4109	0.7863	1.0133	1.0085	0.921	0.6471	1.8236	0.8604	1.5701	1.418	0.2331	0.6531	0.4776	1.0961	0.9162	0.5705	1.267	1.4711	C16534
0.486	0.5676	0.6735	3.6309	0.5223	1.329	1.4987	1.1754	1.2741	0.73	1.1326	0.9919	1.0081	0.8236	1.3863	0.5641	0.8652	1.0447	1.5147	1.4319	0.7036	0.695	1.4983	0.7088	6.6064	1.2939	0.8941	1.083	3.7438	4.5595	C08322
0.4557	0.4557	0.4557	0.4557	0.4557	0.4557	0.2486	0.233	0.5075	0.1519	3.0616	2.2988	4.507	3.6383	1.546	0.835	1.1083	1.3187	1.1449	0.5659	0.6324	1.1813	1.0729	0.9271	0.6223	0.7227	0.6708	0.6673	1.2659	1.5686	C05790
4.9554	5.1303	3.2964	2.5986	3.0564	2.8251	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	0.7574	C10216
2.6328	3.1485	4.7511	2.4669	2.4918	2.1978	15.0074	17.3031	12.1951	3.4698	10.0799	3.516	1.9548	1.0256	1.3956	0.617	1.1223	0.4184	0.0808	0.1483	0.3565	0.9744	0.4195	0.3282	2.0376	1.1577	0.1847	0.3587	0.2217	0.245	C06563
2.9511	2.8005	4.4412	2.6277	3.006	2.6289	7.1796	10.8973	7.1948	1.2338	7.7591	4.4955	0.998	0.6571	1.2477	0.6779	1.0913	0.5304	1.0977	0.2294	0.4599	0.6935	0.427	0.4711	1.9406	1.2757	2.0947	0.4543	0.2559	0.2441	C10208
0.3642	0.4932	0.477	0.7194	0.576	0.4962	3.2	2.5468	0.8894	1.2067	0.744	0.7487	0.8489	0.9352	1.1522	0.9938	1.1163	1.0115	1.3219	1.2267	1.1978	1.307	1.1653	0.9988	1.7399	1.1747	1.0012	1.2322	0.8533	1.2716	C01585
0.732	0.8409	0.7632	5.937	0.8634	1.8939	1.239	1.0053	0.9935	0.6423	1.3019	0.896	0.9681	0.7561	1.2441	0.8603	1.0572	1.2286	1.3743	1.7442	1.2942	1.1787	1.2219	0.8883	1.804	1.0785	0.9772	0.9947	1.7509	5.0992	C06423
0.1044	1.0323	0.7143	0.1758	0.1641	0.1737	1.4494	0.8538	0.9641	1.2476	1.6505	0.473	1.0359	0.607	1.5644	1.1084	1.4467	0.4955	1.7502	1.5403	2.0355	1.5484	0.7656	1.1197	1.104	1.3833	0.8657	0.7681	2.4253	1.575	C16513
0.2085	0.1263	0.1695	0.1365	0.1005	0.0621	1.58	1.3083	0.279	0.2323	1.4013	1.4919	1.6149	1.59	1.7321	1.2797	1.6699	1.5806	1.8704	1.1007	0.9939	1.5336	0.8821	0.9428	0.9538	1.2207	0.7503	1.1719	1.0061	0.9051	C02636
0.3729	1.2123	0.8409	0.2889	0.4707	0.4407	1.3381	0.8231	1.0337	1.247	1.505	0.5768	1.2377	0.6709	1.0498	0.9972	1.0028	0.477	2.3125	1.1016	1.9216	1.2327	0.4781	0.7628	1.5445	1.1173	1.104	0.6984	2.2521	1.4919	C16527
2.8491	1.9281	1.6104	1.7727	1.692	0.2691	0.0897	2.5112	0.4888	0.9773	1.1281	0.6562	0.974	0.8642	2.0415	1	1.1178	1.2518	0.1557	1.5362	0.8745	1.2042	2.3601	2.262	1.1166	2.2739	1.5131	2.6513	1.6701	2.3915	C02483
1.365	1.9047	0.5274	0.1953	0.291	1.5531	1.8422	1.6474	1.0636	0.7314	1.4543	0.3722	1.2632	1.0157	0.9121	0.7983	0.4886	1.2744	1.3834	0.6259	1	1.1852	1.0718	1.4197	1.5004	1.2766	1.9164	0.8912	0.8559	1.2735	C02067
0.0129	0.0222	0.0216	0.0129	0.0129	0.0243	1.1522	0.7863	0.0634	0.0569	0.1054	0.099	0.0691	0.0719	1.3682	1.6232	1.7227	1.2418	1.2336	0.8478	1.3814	1.2092	1.7297	2.0206	0.6226	1.2958	1.508	1.4121	1.4535	1.6645	C00803
0.1356	0.1356	0.1356	0.1356	0.1356	0.1356	0.7476	1.1542	0.3501	0.1227	0.5273	0.1606	0.3321	0.2015	1.3681	1.2559	1.578	2.0402	4.1145	1.8058	1.7197	2.2803	0.3438	1.8295	0.8458	0.4175	3.9627	0.4798	0.0452	1.8155	C00026
3.0432	2.7684	2.2821	3.2742	2.6952	2.9568	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	0.7607	C01040
3.1863	0.2706	3.3255	4.05	2.8137	0.9549	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	0.0902	C02104
12.1116	5.0202	14.0484	9.2595	8.583	6.9492	0.4589	0.4156	0.3477	0.5421	0.4535	0.3063	0.46	0.4228	0.8673	0.7911	1.0365	0.7422	1.3843	0.5534	0.7485	1.7892	0.8729	1.248	1.4225	0.9635	0.8246	1.2621	1.1564	1.2067	C01118
5.5566	2.7189	5.9154	4.4559	6.7632	4.287	6.1054	5.2654	1	0.7148	1.1189	0.8207	0.6006	0.7328	0.8738	0.6006	0.984	1.2168	1.1965	0.803	0.6006	0.8613	0.8025	1.0818	1.0704	0.9322	0.7119	0.6006	0.8081	0.8129	C03519
3.3282	2.9184	4.6242	2.7579	2.5164	2.7513	4.1568	3.2588	2.6556	2.2711	3.227	1.8846	1.9839	1.6546	0.1624	0.4128	0.1624	0.1624	1.2699	0.1624	0.1624	0.1624	0.7806	0.367	1.0272	0.6701	0.1624	0.1624	0.1624	0.4112	C02562
2.9547	1.2609	4.3473	4.2507	3.3006	1.6731	7.3655	5.8751	0.4203	0.4203	0.4203	1.0151	0.4203	0.4203	0.4203	0.4203	0.4203	0.4526	0.5782	0.4203	0.4203	0.4203	0.7754	0.4203	0.4203	0.4203	0.6399	0.4203	0.439	0.4203	C03137
0.3786	1.5324	1.053	0.5565	0.6933	0.7197	1.7647	1.2011	1.176	0.7357	1.3945	0.7113	1.0324	0.6198	1.4333	0.6771	1.2988	0.6879	2.014	1.3489	1.0204	0.8576	1.1959	1.0147	4.484	1.4843	0.7511	0.9853	3.7924	1.2286	C16300
0.1041	0.1953	0.1746	0.1041	0.2253	0.1041	1.2284	1.0007	0.5803	0.7742	0.8629	0.8048	0.6157	0.5036	1	0.5591	1.0278	1.0526	1.9706	2.6213	1.2554	2.2718	0.9648	0.8533	2.7407	1.5388	1.2271	1.4898	2.1665	1.2364	C08367
3.5007	4.6776	4.7178	3.5217	3.7572	3.0288	0.2836	0.7644	0.4941	0.2836	0.7032	0.2836	0.2836	0.2836	0.9904	0.2836	2.16	0.6493	0.2836	0.2836	0.4305	1.1481	0.4184	0.3368	0.5804	1.0912	0.2836	0.5416	0.2836	0.2836	C14536
0.3144	1.9578	1.4247	0.7305	0.5436	0.6324	1.6923	1.307	1.1501	0.9854	1.5463	0.5218	1.227	0.5995	1.3885	0.7138	1.1793	0.5195	1.6783	1.3929	1.0146	0.7505	1.0974	1.0546	2.7926	1.2739	0.8146	0.9306	2.7404	1.9357	C06427
1.6401	1.6401	1.6401	1.6401	1.6401	1.6401	0.5467	0.6064	0.989	1.0968	0.6269	0.7391	1.3646	1.3996	1.0484	1.011	1.0578	1.2973	1.1454	1.0457	0.9677	0.9502	1.2058	1.2166	0.9062	1.0303	0.8764	0.9203	0.9424	0.8881	C17647
0.129	0.129	0.129	0.165	0.129	0.129	0.2476	0.2448	0.4048	0.3983	1	0.9878	0.9744	0.606	1.7745	0.8216	1.215	0.517	3.6066	0.667	1.7891	1.4251	2.4856	1.4852	1.5917	1.404	1.6601	1.9403	2.1781	1.2687	C17649
1.3977	1.3977	1.3977	1.3977	1.3977	1.3977	0.4659	0.4659	0.4659	0.4659	0.4659	0.4659	0.4659	0.4659	0.4659	0.797	1.1502	0.7754	0.4659	2.1884	1.0955	0.4659	1.3624	1.0205	0.8196	0.9795	0.7847	2.8992	1.1161	0.6354	C02934
1.3782	0.6024	0.9399	1.0773	0.9642	0.6681	1.6453	1.262	1.0287	1.5205	0.9516	1.5957	1.2302	1.0695	1.1113	0.7728	1.0281	0.9253	0.6234	0.933	0.8875	1.8874	1.0314	1.3041	0.8153	1.0969	0.9719	1.2537	1.1671	1.137	C02155
0.6819	0.6819	0.6819	0.6819	0.6819	0.6819	0.2536	0.8921	9.6917	4.3617	1.0706	0.3339	0.8593	0.8031	1.2555	1.595	0.5075	2.2627	0.416	0.2273	1	0.2273	2.1753	1.4062	1.1285	1.6511	0.2273	0.2273	0.8618	0.8108	C00989
3.8628	13.995	2.0697	2.1372	1.4229	12.2715	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	0.2684	C01235
0.0258	0.0327	0.0393	0.0525	0.0258	0.0339	2.3489	1.3083	1.0244	1.9407	0.9539	1.3492	1.4509	1.2407	0.606	0.6117	1.0722	0.4362	1.0502	1.0791	1.4512	1.3377	0.5639	0.9847	0.351	1.005	0.8878	0.995	1.4946	1.0216	C08262
0.4833	0.4833	0.4833	0.4833	0.4833	0.4833	3.4034	2.4681	0.5979	0.8719	0.3256	0.2811	1.3262	0.5831	0.3525	0.3533	0.1611	1.9256	2.0071	1.4766	4.622	1.0727	1	0.1611	0.272	2.882	0.2237	0.2084	1.6688	7.7139	C01367
0.7638	0.4701	1.3302	0.7986	0.6951	0.4599	0.7807	1.5651	1.6005	0.9993	1.4395	1.6163	0.6338	1.0007	1.8151	1.9988	2.5972	1.4279	0.6772	0.7638	1.2179	0.8435	2.0529	1.2649	1.5561	1.3783	0.9081	0.6587	1.3225	1.8256	C01494
1.3521	1.3521	1.3521	1.3521	1.3521	1.3521	0.4507	0.4507	0.4507	0.4507	0.4507	0.4507	0.4507	0.4507	1.1256	1.0613	1.345	1.15	0.7238	0.4507	0.8405	0.8607	1.0447	1.4904	0.9794	1.1611	1.0206	0.8997	0.873	0.6572	C03080
0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.1052	0.1052	0.1052	0.1052	0.1052	0.1052	0.1052	0.1052	1.341	1.2136	1.8568	0.4843	0.1052	0.1052	0.8487	0.8478	1	0.1592	1.9151	1.8556	0.195	0.2448	1.3393	1.551	C11457
165.6483	147.1842	122.9286	179.8353	138.0288	156.2805	7.0623	12.4256	3.238	2.9499	1.0853	0.7076	0.4941	0.4941	0.8385	0.9975	1.601	1.0025	0.6443	0.4941	0.7292	0.8118	0.7333	0.7972	0.9658	0.9719	0.7005	0.6964	0.746	0.8242	C00502
23.9397	14.4495	14.7252	18.4446	15.0042	14.7765	1.1259	1.4473	1.8584	2.1039	0.693	1.3162	0.5466	1.3307	0.9062	0.5368	0.7866	0.3281	0.5996	0.562	0.6842	0.9322	0.6472	0.3281	1	1.1468	0.9799	0.3972	0.6614	0.4932	C06672
0.2694	0.2694	0.2694	0.2694	0.2694	0.2694	0.3314	0.8525	2.0594	0.0898	3.3173	0.6943	0.6223	0.4456	0.7594	3.4099	2.1564	4.4581	0.2627	0.2079	0.1182	0.0898	2.4052	2.0411	4.3727	1.5323	4.6822	1.3669	0.3172	1	C05382
2.5122	2.5122	3.0237	2.5728	3	2.5122	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	0.8374	C10199
1.8735	2.8758	5.5518	2.904	2.9478	3.0522	0.2502	0.2502	0.2502	0.2502	0.2502	0.2502	0.2502	0.2502	1.0857	1.1557	2.7757	0.56	0.282	0.2502	0.7686	1.5654	4.5984	2.7173	1.2931	1.3126	0.8527	0.4846	0.5178	0.4056	C00858
0.1818	0.8826	0.7614	0.303	0.2442	0.2472	0.7276	0.8064	0.9978	1.2177	1.294	0.7427	1.0169	0.7028	1.0022	1.1002	1.0558	0.6598	1.5201	1.5808	2.5992	2.2518	0.5565	1.0174	1.0139	1.3078	1.2206	0.874	1.27	1.4577	C03242
0.3735	0.3735	0.3735	0.3735	0.3735	0.3735	1.0647	0.4826	0.5739	0.805	0.733	0.7512	0.9129	0.3378	1.1307	2.0804	1.8466	1.5873	1	0.9669	1.6183	0.661	0.8222	2.1745	0.1306	1.477	1.0508	1.5686	1.4673	1.0117	C01204
6.5739	1.2474	3	3.3609	2.2665	2.7726	1.3739	1.5213	1.225	1.111	0.4275	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	0.4158	C16884
4.2777	1.1241	2.2572	4.2471	2.9463	3.0255	0.6433	1.095	0.805	0.6166	1.2703	0.9915	0.7381	0.5475	1.5789	1.9112	2.645	1.5606	0.8935	0.6914	1.0761	1.1054	1.7158	0.8841	1.4319	1.8951	0.9895	0.6865	0.85	0.9429	C00309
103.1019	64.5648	45.762	225.9318	127.1166	92.5461	0.4703	0.9925	0.677	0.1382	0.5934	2.0239	0.2206	0.5507	0.8407	0.5269	0.9427	0.7938	0.3357	2.3453	1.0075	0.727	2.1458	0.9607	1.4442	1.1185	0.7892	3.5173	1.0749	0.2186	C18021
0.0897	0.1491	0.1155	0.0579	0.0765	0.1014	0.66	0.8183	1.0138	0.8391	0.9948	0.9699	0.853	0.8482	1.8775	1.3133	1.2702	1.6779	2.0959	2.0041	1.1177	1.2987	1.2293	1.3574	1.309	1.5599	1.1058	1.0001	1.209	0.9999	C01181
3.0153	3.0129	2.5785	3.0438	2.8467	3.3315	2.2568	2.0184	0.5184	0.5585	0.4915	0.6067	0.4594	0.834	0.9732	0.7793	0.9867	1.0051	1.8568	1.1355	0.9328	1.6554	0.6743	1.2298	1.3385	1.5935	1.0625	0.9758	0.9352	1.454	C12989
0.9105	0.4326	0.6504	0.6579	0.5796	0.4965	3.5356	2.6099	2.0594	2.6846	1.7191	1.7872	2.3148	2.1928	0.714	0.7931	0.7676	0.8855	1.6939	1.2079	1.1062	1.585	0.7065	1.057	1.1836	1.3181	0.9795	0.9984	0.8259	1.0016	C02727
0.5454	0.204	0.2391	0.2763	0.2835	0.2535	1.1129	0.9644	1.0588	0.8866	1.8967	1.0259	1.322	1.0623	0.9031	0.6279	1.1088	1.2768	1.2242	0.5986	0.6066	0.7846	1.0681	1.6412	3.2763	3.5413	2.9745	1.3106	1.463	0.9741	C11332
1.6914	1.2372	1.2366	1.5576	1.344	0.6867	1.2371	1.879	0.9106	0.2289	1.764	2.6072	1.5609	2.8315	1.6448	0.7882	0.9907	1.0745	0.9716	1.374	1.1494	0.541	1.0093	0.9269	1.055	1.494	0.2289	0.7157	1.1541	2.1995	C00811
1.1472	1.1472	1.1472	1.1472	1.1472	1.1472	0.3824	0.3824	0.3824	0.3824	0.3824	0.3824	0.3824	0.3824	1.4854	0.9587	1.6819	1.0541	0.839	0.6883	1.9474	1.4831	0.8557	1.2456	0.9709	0.9902	0.3824	1.0098	1.5203	0.6623	C14131
0.702	0.702	0.702	0.702	0.702	0.702	0.4768	0.4828	1.4565	1.2643	0.3352	0.234	1.582	1.6466	1.529	0.8923	1.0759	1.056	1.3281	0.736	0.776	1.0486	1.2627	0.9844	0.8825	1.0587	0.4869	0.5018	1.0156	0.5399	C15515
