123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline	KEGG
0.321976	0.230947	0.352929	1.465574	1.345595	1.348265	0.407476	5.526703	2.14408	3.932059	2.172788	0.446287	0.176231	0.424399	0.176231	0.176231	0.947756	0.176231	1.372813	0.321929	0.176231	0.591405	2.999238	1	0.746079	10.378302	8.983969	1.08692	0.743275	0.176231	0.233788	0.31038	1.065702	0.877221	1.05056	0.401716	0.176231	5.171844	0.953182	2.668402	0.466502	1.162259	1.914088	4.50107	0.73325	0.415338	0.86702	1.290673	0.242013	1.760524	4.965831	1.207248	0.176231	0.176231	0.421503	0.672769	1.046818	0.176231	1.430084	1.672412	1.505292	0.772578	0.212956	0.388231	2.628774	0.176231	1.258843	C00993
0.728016	2.014774	0.963053	0.226531	0.326747	0.226531	2.929789	0.582548	0.226531	0.226531	6.787731	3.314115	0.761709	1.807187	0.961637	0.226531	0.314811	0.226531	0.425722	1.764519	0.226531	1.854074	0.578699	0.226531	0.606052	0.226531	10.218178	2.268391	0.226531	0.233264	0.535567	0.226531	0.226531	3.441344	3.969857	0.226531	0.226531	0.226531	0.53689	0.404978	0.545226	7.052549	3.907485	10.281879	0.866141	2.594715	0.514119	2.518696	0.995744	1.348467	0.462375	9.836814	0.226531	0.630741	5.496243	0.476672	1.322867	0.226531	2.715833	0.829691	0.226531	2.854556	0.618057	0.448778	1.004256	0.745447	1.106572	C01042
0.189859	0.393996	0.189859	3.018257	1.466209	1.135105	0.189859	4.342051	1	5.608642	0.607487	1.491684	0.189859	0.250127	0.189859	0.189859	0.189859	0.189859	0.736395	0.189859	0.196722	0.189859	8.931416	2.631033	0.189859	22.970095	0.50713	0.189859	1.367441	0.189859	0.189859	0.376887	1.262686	0.189859	0.985731	0.353306	0.259355	7.970431	7.99471	5.130626	3.273186	0.189859	0.189859	1.484941	0.189859	0.206433	0.418321	0.725581	0.448404	6.782063	5.072308	0.676404	0.661144	0.189859	0.762411	0.881616	0.189859	1	0.323476	2.958084	1.78826	0.328166	0.189859	0.312406	8.973704	0.189859	0.189859	C01118
0.360839	0.296269	0.646159	2.811253	1.484099	0.66888	1.782873	1.713353	2.644005	2.118599	1.817456	0.659157	0.196251	0.342777	0.359423	0.196251	1.526562	0.602343	0.196251	2.083932	0.269763	0.779351	1.817843	1	0.796218	0.196251	6.275343	2.002234	0.630094	0.240831	0.314361	0.196251	1.027729	0.92384	1.642689	0.583067	0.266444	6.262776	11.726878	0.971485	0.196251	0.977129	0.196251	0.508882	0.196251	0.506447	1.649624	2.349559	0.908296	0.731969	1.674397	0.196251	0.379863	1.122719	2.519124	1.485579	0.196251	0.196251	12.176053	0.196251	0.491	3.306772	0.196251	0.196251	2.635413	1.022871	0.588973	C01157
4.028554	4.784007	3.302018	0.125622	0.070346	0.078953	4.016531	0.203232	0.235183	0.192336	7.920144	6.107274	3.370463	5.246349	2.16883	0.726805	5.202249	5.441868	0.079951	3.211649	0.050834	0.84839	0.083657	0.18412	1.514124	0.136345	9.15493	0.290154	0.228758	2.046039	1.370804	0.080758	0.059262	1	8.284459	0.120045	0.01639	0.227611	0.042515	0.039472	0.057516	1.884728	2.459274	2.931401	1.342842	1.647161	2.209261	1.854681	0.840116	0.043827	0.04815	2.677207	0.788941	1.412192	1.579204	0.01639	1.395423	0.072006	3.965353	0.077302	0.022374	0.965285	1.161789	1.371111	3.099097	0.775907	2.178396	C01181
0.212021	0.129201	0.129201	0.207929	0.129201	0.425496	0.129201	4.201224	1.728633	1.587823	0.916425	1.395934	0.129201	0.129201	0.129201	0.129201	0.599855	0.129201	0.129201	0.351236	0.129201	0.215379	1.259863	1.083575	0.129201	3.161751	1.782129	1.148343	0.129201	0.129201	0.129201	0.129201	0.302473	0.129201	0.687604	0.285071	0.129201	3.390608	1.219582	0.563124	1	1.775905	1.53177	1.605343	0.129201	0.129201	0.43515	1.063508	0.564892	0.657834	1.086468	1.264302	0.129201	0.584859	0.129201	0.374227	0.129201	0.129201	0.73885	0.570064	0.129201	1.132147	0.129201	0.226033	3.798281	0.180546	1.418308	C01189
0.294726	0.294726	0.294726	0.913394	0.382417	1.162795	0.294726	2.573061	0.524456	0.963594	0.294726	1.036406	0.294726	0.294726	0.294726	0.294726	0.294726	0.294726	0.333875	0.294726	0.294726	0.419442	7.537856	1.703057	0.454954	6.222769	0.340382	1.731339	1.806657	0.294726	0.294726	0.294726	1.7948	0.294726	0.294726	0.39981	0.352	5.721069	5.049509	6.892395	1.137966	1.038274	0.961726	1.714718	0.294726	0.294726	0.696833	0.937883	0.294726	4.143713	10.404319	0.459157	0.47539	0.294726	0.861285	0.63663	0.294726	0.69463	1.142657	1.147712	3.273822	1.367737	0.419083	0.294726	8.101964	0.403398	0.845978	C01425
3.574151	0.367639	0.405347	1.111349	0.932418	2.631003	1.938594	1.264582	6.77612	5.096967	0.970029	0.428525	0.402916	1.353773	3.003591	0.133465	0.202166	0.162712	0.808621	0.389811	0.133465	0.628431	3.04315	0.576319	0.516575	1.960122	6.867976	2.307073	3.801048	0.184809	1.237182	2.601405	0.228044	0.322772	3.250933	3.284628	0.531248	0.133465	13.744305	0.832303	0.537064	0.270408	0.133465	0.192415	0.133465	1.573408	3.805659	1.167697	0.133465	0.22197	1.233673	0.133465	0.152973	2.522815	6.978979	3.886943	0.592506	0.133465	2.963978	4.716834	0.667741	0.6155	0.414218	0.133465	1.845942	2.848953	0.133465	C01468
0.617454	0.57678	0.374189	2.541929	0.944617	1.67492	0.711218	3.498991	2.056911	2.894313	2.513679	1.026933	0.418833	1.310885	0.479586	0.537889	1.082268	0.429246	1.040978	0.282049	0.893888	1.181086	1.696753	5.23821	0.440026	3.934787	2.691658	2.676303	0.973067	0.348473	0.370414	0.201092	1.162237	0.465553	1.975476	0.59572	0.457663	5.580648	1.276621	0.744619	0.799348	0.855315	1.657925	0.969342	1.328825	0.564742	1.508811	0.844555	0.523647	3.724516	1.187427	0.815995	0.765123	0.469276	1.328409	0.531567	1.058903	1.246963	1.183096	1	1.392278	1.307678	0.366041	0.762035	5.743509	0.362355	0.857047	C01530
0.134292	0.134292	0.134292	0.134292	0.412341	0.516221	1.260271	0.134292	0.134292	0.947155	15.902765	1	0.134292	3.424993	0.92024	0.134292	1.49122	0.134292	0.134292	0.425904	0.134292	0.904002	1.058353	0.134292	0.988565	4.365754	9.831429	1.089936	0.458956	0.776997	0.134292	0.300021	0.134292	0.230927	1.456537	1.291353	0.134292	0.134292	1.980537	0.134292	0.632506	1.217001	0.980138	0.41701	0.134292	0.214662	1.673513	1.16998	0.377918	0.134292	0.134292	0.134292	0.134292	1.011435	0.134292	0.134292	0.134292	0.278521	2.55878	0.134292	0.134292	2.376046	0.443869	0.134292	15.457634	0.134292	3.116687	C01582
1.995834	0.286427	0.286427	0.286427	1	16.146194	0.286427	0.286427	0.286427	7.048742	0.286427	0.286427	0.286427	0.286427	1.135599	0.286427	0.286427	0.286427	0.675557	0.286427	0.286427	0.661809	1	0.286427	0.286427	2.649925	0.286427	0.286427	0.286427	0.286427	0.286427	5.408022	0.286427	0.286427	0.286427	0.586114	0.435726	0.286427	20.139637	1.575086	8.761277	0.286427	0.286427	0.286427	0.286427	0.347188	2.386425	0.286427	0.286427	0.286427	0.286427	0.286427	0.286427	0.792582	0.432463	1.589266	0.286427	1.753268	0.512848	46.750549	0.395615	0.286427	0.286427	0.286427	1.26001	0.568694	0.581491	C01586
0.629814	0.568533	0.381429	1.241006	1.838348	1.163473	0.987693	2.377677	2.698252	1.774759	4.105945	1.834803	0.384804	2.783675	1.464013	0.15631	1.398126	0.405936	0.901206	0.589412	0.364433	1	0.40348	3.047662	0.726576	0.5282	5.296136	3.611809	0.76419	0.780202	0.377047	0.163496	0.638088	0.781654	2.934875	1.012308	0.306008	4.033763	0.829238	0.792493	1.463324	1.501391	2.753689	1.73431	0.880305	0.481282	1.929103	1.477964	0.214014	4.777935	1.803161	0.624956	0.347834	1.037706	3.085658	0.35931	0.964668	3.263115	2.830016	1.259279	0.932781	2.133352	0.51792	0.516229	9.340172	0.687164	1.711329	C01595
1.296368	0.937215	1.295442	0.980243	0.699014	0.59975	2.856818	0.780769	1.731988	0.804682	1.131455	1.837547	0.675666	1.736456	2.073635	1.019757	0.635072	0.850875	1.34779	1.414455	0.825908	1.226062	1.018576	0.89471	0.728266	0.765291	3.139351	1.640233	1.043199	0.864141	0.799729	0.570631	0.889014	0.741251	1.920312	1.299851	0.599058	1.354541	0.681205	0.755485	1.402864	1.430223	2.846029	1.101087	0.894275	1.659199	0.730008	0.596141	1.242383	0.591079	0.901957	0.614845	0.640737	1.688475	1.397418	0.544879	1.108333	1.711594	0.846031	1.607834	0.81177	1.083505	1.000406	0.838867	0.999699	1.138563	1	C01601
2.519141	3.568337	1.074181	0.007989	0.000952	0.000952	0.788659	0.000952	0.000952	0.005501	14.56386	3.174884	5.603542	7.971542	1.385502	0.134804	6.983222	0.3825	0.000952	0.925819	0.000952	0.279238	0.000952	0.124798	0.932036	0.011843	28.690086	3.581526	0.000952	0.652169	0.227526	0.000952	0.003869	0.044622	22.88678	0.187066	0.000952	0.010468	0.000952	0.000952	0.000952	3.113889	7.94562	9.24444	1.067964	2.052218	2.390008	0.657567	0.277047	2.189817	0.000952	2.37494	0.896144	2.511232	1.267546	0.000952	0.734026	0.344257	2.968035	0.001905	0.000952	0.796509	0.81099	1.274611	10.367734	0.847634	3.936203	C01672
1.058544	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.955756	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.793455	1.202414	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.765777	0.910441	0.765777	0.765777	0.765777	0.997745	0.765777	0.765777	2.187475	2.65847	2.294168	1.002255	1.075549	1.77077	1.070703	0.765777	0.765777	0.765777	0.996128	0.765777	1.787703	0.953058	0.765777	0.870402	0.765777	3.679228	0.799511	0.765777	0.765777	0.897517	0.892424	0.765777	0.965912	2.067532	C01717
0.244269	0.037424	1.568293	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	18.549406	0.037424	0.912502	12.768437	3.008873	0.037424	0.047987	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	1.087498	0.037424	0.037424	0.037424	0.037424	0.037424	0.037424	3.11358	19.960497	14.944994	0.037424	5.586494	0.037424	0.315261	0.113866	0.037424	0.037424	0.217146	1.895149	5.99163	0.103459	0.037424	0.111051	0.037424	1	0.037424	0.037424	0.037424	0.061434	0.049743	0.633163	2.535373	14.929893	C01744
1	2.595643	0.137452	0.660199	14.333218	5.263042	14.360511	1.242762	12.071008	10.103803	3.790575	19.508703	0.41463	0.036352	2.041059	0.036352	3.679871	2.147183	1.775827	0.812147	0.127822	0.036352	0.375618	1.233781	0.52632	17.644873	0.093091	0.095569	0.089481	0.454431	0.132247	0.254515	0.237024	3.585237	0.315271	2.950584	0.667642	1.286817	2.833639	0.965971	123.768288	10.07835	0.054078	0.516759	0.036352	0.036352	0.036352	8.059844	1	1.86455	0.556342	2.366376	2.313477	0.096476	1.05015	0.214836	0.055818	9.534659	0.086544	6.982465	2.618287	0.036352	0.176549	0.036352	0.744197	0.046269	0.036352	C01835
0.166255	0.384039	0.299571	1.023879	1.900537	1.079274	1.159312	2.910808	3.188658	3.041141	0.309033	2.091456	0.258756	0.411019	0.345747	0.313432	1.738885	0.458793	0.840084	1.575038	0.556087	1.345009	2.590979	1.203183	0.333287	9.455925	3.596332	1.949814	1.017429	0.31791	0.457012	0.522851	1.147725	1.81132	0.405397	2.317702	0.450307	5.530123	4.498495	1.966252	1.5897	1.103418	0.111252	0.153983	0.167931	0.496371	0.33813	3.35928	0.79814	1.553663	2.227436	3.098997	0.647714	0.320719	0.799379	1.208962	0.574084	2.020482	0.534206	1.856114	1	1.578547	1.436803	0.179603	0.780751	0.575935	0.311793	C01879
0.178616	0.178616	0.178616	1.146468	4.93677	5.852718	0.178616	0.373301	3.352468	2.136492	0.178616	0.47732	0.178616	0.178616	0.178616	0.178616	0.178616	0.178616	2.279001	0.178616	0.185627	0.178616	1	1	0.178616	14.729505	0.178616	0.178616	0.378506	0.178616	0.178616	0.178616	0.178616	0.647244	0.178616	0.178616	0.270619	0.431752	0.478151	2.631073	0.178616	0.231991	0.178616	0.178616	0.178616	0.178616	0.178616	1.06163	0.178616	0.557103	0.591486	0.178616	0.178616	0.178616	0.178616	0.419113	0.178616	2.537997	0.178616	12.776443	1.384652	0.178616	0.178616	0.178616	0.178616	0.178616	0.178616	C01936
0.053866	0.053866	0.053866	1.739433	0.844156	1.722026	0.053866	4.415563	0.291995	1.74645	0.273708	0.053866	0.053866	0.053866	0.053866	0.053866	0.053866	0.053866	0.47645	0.053866	0.053866	0.053866	0.053866	1.193175	0.053866	1	0.053866	0.436584	1.20426	0.053866	0.053866	0.166612	0.733416	0.053866	0.053866	0.134694	0.346707	1.591782	2.35282	2.944023	1.311984	0.484067	0.053866	1.420715	0.053866	0.053866	0.053866	0.053866	0.053866	0.053866	3.414441	0.261629	0.053866	0.053866	0.053866	0.053866	0.053866	0.40078	0.053866	0.053866	0.178847	0.45801	0.053866	0.053866	0.053866	0.053866	0.053866	C02037
0.089243	0.87352	0.089243	3.846313	3.81177	1.122853	0.089243	1.05795	0.674598	10.923912	2.290587	5.475967	0.089243	5.722939	0.730303	0.25388	0.289631	0.131067	1.50332	0.235897	0.089243	1.182012	6.897187	3.911755	0.089243	55.777386	0.94205	0.670639	0.175622	0.089243	0.089243	0.089243	0.089243	0.089243	0.282067	0.089243	0.157284	2.73409	0.551935	5.456391	1.674145	0.630368	0.089243	1.981557	0.089243	0.324472	0.089243	3.70952	0.089243	1.787223	0.089243	0.089243	0.089243	0.247562	1.805967	0.089243	0.180185	0.233586	0.779528	6.038076	0.417134	0.817988	0.089243	0.089243	1.260851	0.089243	0.089243	C02043
0.212508	0.225529	0.267613	1.192864	9.12755	12.521088	4.794923	1.093725	12.593768	2.118179	0.039569	10.774169	1.563538	0.234262	0.075508	0.039569	0.129228	2.950763	3.65858	0.408206	0.771506	0.10054	1.977671	1	0.801445	16.789965	0.052326	0.252669	0.688349	0.129971	0.291023	1.047405	0.174157	24.554903	0.039569	3.897499	0.675633	1.437549	4.265021	5.556668	62.180717	22.290808	0.285062	0.913948	0.306522	1	0.95638	25.150805	8.583554	4.620398	4.108281	1.998691	13.826979	0.778423	0.641137	4.654634	0.543405	51.325188	0.762519	37.691456	26.9701	0.430225	0.372419	0.271553	0.241346	0.454335	0.507262	C02052
0.488581	0.461987	0.195639	2.737457	0.810414	1.259733	1.421465	3.349467	3.337157	2.239112	0.195639	0.195639	0.195639	0.195639	0.195639	0.195639	0.488916	0.195639	0.562789	0.541991	0.433742	0.339218	2.489393	2.316643	0.315303	4.655301	0.318943	3.307182	1.34636	0.195639	0.829188	0.553298	0.951696	1.747124	0.195639	1.048304	0.195639	9.578439	4.194255	1.319036	1.631175	0.931517	0.195639	0.280468	0.195639	0.653738	0.299269	2.467738	0.676754	3.695562	3.152148	0.195639	0.905429	0.317434	0.195639	1.00945	0.415979	2.360611	0.195639	2.351289	1.338088	1.16871	0.195639	0.195639	0.195639	0.99055	0.513297	C02067
0.083599	0.147042	0.213267	5.254784	1.487805	3.348516	0.321121	6.289815	2.763165	6.117252	3.140056	0.155749	0.131959	1.456066	0.434561	0.083599	0.240515	0.175576	1.531798	0.106996	0.17511	1.027748	10.565275	5.592929	0.30407	24.931549	2.445399	1	4.136252	0.306843	0.083599	0.487811	2.175979	0.094156	0.380491	0.185049	0.556827	10.102858	4.201127	9.615318	2.275292	1.741593	2.847811	2.899927	0.183927	0.415969	0.687957	0.576148	0.164383	1.574986	9.192785	0.972252	0.429094	0.428194	0.67169	0.388111	0.209311	0.4442	2.22235	2.724171	1.681428	1.725984	0.401245	0.083599	3.649188	0.630918	1.954278	C02155
1.29551	0.25063	0.25063	0.710978	0.59015	2.153194	1.036075	0.664044	2.426639	1.520515	1.873184	0.25063	0.778853	0.25063	1	0.25063	0.25063	0.25063	0.25063	1.204456	0.25063	0.25063	1.251878	0.812654	0.25063	0.781543	2.100371	0.6762	1.553355	0.25063	0.525214	1.48956	0.25063	0.25063	0.923319	0.898963	0.25063	0.25063	2.431079	0.568355	6.761022	0.25063	0.25063	0.25063	0.25063	0.548156	1.738253	0.397521	0.25063	0.25063	0.265437	0.25063	0.25063	0.446127	1	0.347013	0.25063	0.25063	5.195771	1.226107	0.25063	1.58766	1.902489	0.25063	2.677086	0.523037	0.25063	C02180
43.832211	30.871979	0.276224	0.209598	0.396226	0.186036	6.289821	0.528807	0.424488	0.315141	18.096457	5.065845	48.533119	4.878788	0.976097	0.285229	57.444271	9.067913	0.270472	13.308145	0.36676	7.258587	0.298424	0.437173	44.548931	1	193.975922	39.411785	0.207788	1.199281	1.625924	0.252953	0.281376	0.300626	59.568363	2.341309	0.201688	0.437509	0.294564	0.147471	0.17842	0.684702	0.510885	6.984416	14.742525	0.270412	99.532219	5.123771	2.318501	84.291428	0.179462	58.429432	2.877147	0.534597	23.275692	0.126455	7.309587	0.362585	18.734156	0.323349	0.180339	14.529984	8.645867	24.907618	156.387024	0.128235	0.082587	C02455
0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	1.221891	1.1982	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.724571	0.562335	0.428338	3.824009	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	1	0.428338	0.428338	1.026161	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.973839	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	0.428338	C02477
0.283212	0.324103	0.236222	3.58263	2.061262	2.228486	0.835961	5.069061	5.630926	3.190514	0.481071	0.556261	0.335705	1.196955	1.734042	0.347724	0.382071	0.955225	1.52274	0.395273	0.85308	0.657453	4.899291	3.433937	0.609238	12.064688	0.372132	5.14815	4.165516	0.338124	0.178384	1.044775	2.22002	0.734538	0.368276	1.587113	0.857835	9.941774	5.908465	3.464424	7.531012	0.662354	0.145197	0.287455	0.229417	1.706443	0.624334	0.935721	1.560267	3.80672	5.32362	0.454684	0.593607	0.806968	1.304712	1.287545	0.917429	7.169033	1	4.36986	4.502858	0.478123	0.33587	0.531687	1.662388	1.107152	1.311734	C02571
0.696722	0.372629	0.349369	1.052208	1.098039	0.365223	1.692247	1.911151	1.252002	1.03982	2.464555	1.632228	0.461815	1.700061	0.96018	0.220722	0.708448	1.504865	0.576153	0.451435	0.220722	0.28919	1.243196	0.676221	0.636979	5.748988	5.018426	0.794101	1.755238	0.273889	0.425648	1.281224	0.761269	1	1.606858	0.580247	0.220722	1.840509	0.924668	0.639802	3.988447	1.054987	1.035747	1.229556	0.489705	1.964773	1.125493	0.71809	0.681551	0.829294	1.172884	1.769054	2.047992	0.654613	0.946448	1.134665	0.396194	1.168019	4.542404	1.578153	0.567128	0.4365	0.410076	0.519624	1.056866	0.570154	1.372033	C02636
0.475234	0.51351	0.429938	0.429938	0.429938	0.429938	0.429938	0.429938	0.429938	0.429938	5.266127	0.429938	0.79165	2.611722	0.429938	0.429938	0.429938	0.429938	0.429938	0.731312	0.429938	0.626743	0.429938	0.429938	0.787673	0.75706	11.737743	1.061811	0.429938	0.429938	0.429938	0.429938	0.444486	1.320408	10.505225	0.429938	0.429938	0.429938	0.429938	0.826787	0.429938	2.256275	0.429938	2.605508	0.429938	0.429938	4.499458	0.555158	0.429938	0.429938	0.429938	0.708205	0.429938	0.429938	2.78908	0.429938	0.713516	0.429938	0.502228	0.429938	0.429938	0.429938	1.633957	0.429938	3.58071	1.173213	0.641676	C02710
0.10676	1	0.221963	3.564567	2.498698	1.65199	0.517462	0.570195	1.165297	2.173035	8.356497	0.123964	0.213649	0.330363	0.149615	0.10676	0.10676	0.159344	1.462585	1.830855	0.10676	3.062386	3.995136	2.821281	0.163014	41.356152	4.841012	1.379398	0.509593	0.10676	0.10676	0.53082	0.523734	0.10676	0.849704	1.055548	0.356631	3.504823	1.97228	1	4.852386	2.505919	0.152251	14.173605	0.10676	0.921439	0.777807	4.249752	0.10676	2.177182	2.815175	0.338757	0.673882	0.586574	0.424989	0.10676	0.223044	0.268125	2.454546	5.220673	0.88645	5.890921	0.573662	0.248018	12.142038	0.696258	1.045084	C02712
0.592432	1.862462	3.317296	0.026867	0.083346	0.165612	1.19237	0.197571	0.108806	0.046479	6.929419	1.544186	1.202481	2.47201	0.899202	0.583361	1.100798	0.38748	0.026867	1.832181	0.026867	0.975315	0.026867	0.026867	0.932288	0.370179	11.68902	1.479824	0.026867	0.37346	0.495176	0.026867	0.026867	0.420509	7.574082	0.60887	0.05448	0.026867	0.046226	0.04919	0.499722	7.128911	6.522449	5.963024	1.825898	1.024685	2.292524	1.620726	0.291088	0.510529	0.029631	2.750694	1.273726	0.596906	2.074247	0.027562	1.111144	0.064146	4.513456	0.084598	0.026867	1.888551	1.068169	2.071199	3.677585	0.762491	4.668106	C02714
1.397943	1.233999	1.206836	0.617272	0.140968	0.140968	1.192687	0.367955	0.140968	0.36907	6.276416	1.39305	1.147542	3.514909	0.916751	0.413922	2.046232	0.260959	0.140968	1.083249	0.140968	1.446146	0.611457	0.501282	1.955814	1.175715	9.617266	3.721984	0.344379	0.418801	0.288123	0.140968	0.140968	0.614332	3.95169	0.446607	0.186019	0.140968	0.548377	0.235792	0.224199	1.385368	3.681914	3.968616	1.134589	0.99859	3.037278	0.857943	0.264102	0.588291	0.156031	1.236468	1	1.073196	2.831143	0.357768	1.02628	0.473414	2.636128	0.591287	0.140968	1.64778	0.882449	1.120854	5.535439	0.75406	2.124392	C02727
1.202823	1.02823	0.657725	1.169141	0.636704	0.501818	0.765555	1	0.734861	1.632757	7.333343	2.833216	0.976833	1.846926	0.809871	0.223083	1.923706	0.482135	0.234003	0.84481	0.223083	0.998931	1.224252	1.123462	1	5.266729	6.260023	2.080503	0.500815	0.359643	0.223083	0.223083	0.406865	0.344464	4.422538	0.824543	0.223083	2.711934	1.474536	0.750877	0.548916	1.935565	0.263133	7.411952	0.467125	0.447714	4.382443	1.634585	0.249031	2.208616	1.388249	3.69916	0.26141	0.42615	1.575814	0.223083	0.628223	0.467627	1.289942	0.640749	0.40142	1.849198	1.166572	2.415376	9.594054	0.672269	3.499034	C02847
0.152103	0.152103	0.152103	1.081639	0.56278	0.441993	0.905002	1.511901	1.97434	1.585578	0.152103	1	0.152103	0.152103	0.152103	0.152103	0.152103	0.152103	0.152103	0.152103	0.152103	0.152103	1.230866	1.714243	0.264453	5.437553	0.553465	0.152103	0.389622	0.152103	0.152103	0.152103	0.152103	0.380724	0.152103	0.152103	0.152103	7.366749	2.40899	0.152103	1	0.152103	0.152103	0.152103	0.152103	0.325353	0.152103	0.152103	0.152103	2.497977	0.669595	0.152103	0.152103	0.152103	0.152103	0.152103	0.418505	1.062651	0.152103	1.370482	0.528805	0.152103	0.152103	0.152103	0.152103	0.152103	0.152103	C02979
0.160857	0.949428	0.160857	3.320745	2.222883	1.989059	0.160857	7.500808	0.409851	7.975263	0.160857	0.342001	0.60768	0.482457	0.160857	0.160857	0.493953	0.160857	0.645117	0.657637	0.57488	2.798999	4.972877	2.342075	0.665481	9.150829	0.835002	2.443262	0.858821	0.160857	0.160857	0.767777	1.665107	0.160857	0.160857	0.599151	1.216733	1.651229	3.023774	8.822391	0.611575	1.075113	5.664781	0.780459	0.454392	0.160857	1	0.599526	0.160857	2.244247	0.62802	0.160857	1.197974	0.160857	0.530365	1.738184	0.978395	0.29698	0.160857	1.241902	1.190095	1.61128	0.719393	0.625924	1.176915	0.160857	0.742349	C02989
0.615849	0.644756	0.18896	1.485638	2.129635	1.675714	0.18896	2.17168	4.196799	1.444281	0.18896	0.368118	0.18896	0.325424	0.769428	0.583464	0.615081	0.660643	1.496263	0.207594	0.901284	0.18896	1.850311	1.87185	0.18896	0.18896	0.52291	1.092249	3.493247	0.585962	0.18896	1.145397	1.463286	0.776041	0.532173	0.907751	0.425335	5.423786	2.314275	6.266963	5.577415	1.196843	0.18896	0.18896	0.18896	5.924843	0.977208	1	0.674457	2.429502	6.982575	0.274661	0.633543	0.70621	0.654464	2.209447	0.578883	5.358439	0.673657	4.502569	1.784158	0.326431	0.18896	0.782246	0.607026	1.788613	1.212049	C03017
0.285957	0.396058	0.285957	1.623841	1.9001	1	0.887189	0.285957	0.753776	1.187519	3.948369	0.285957	0.285957	0.285957	0.285957	0.285957	0.285957	0.285957	1.027522	1.136024	0.285957	0.829407	0.787943	0.689311	0.285957	8.936881	4.093491	1.970488	0.285957	0.285957	0.285957	0.285957	0.387642	0.285957	0.422609	0.285957	0.285957	0.636136	0.285957	0.305045	0.756892	1.064138	0.285957	2.999743	0.285957	0.410668	1.057739	1.009429	0.285957	1.084747	0.285957	0.396005	0.285957	0.363128	0.285957	0.285957	0.470628	0.285957	1	1.776668	0.285957	1.162324	0.285957	0.285957	1.770203	0.285957	0.285957	C03145
0.038103	0.265007	0.128163	2.496536	2.774707	1.115102	1.165405	3.483742	2.303552	4.003597	1.839061	0.667568	0.108117	2.474226	1.040671	0.052291	0.59396	0.061741	1	0.174497	0.118206	1.065368	1.29586	3.967013	0.452798	1.52502	1.349132	4.914371	1.478207	0.355481	0.089623	0.038103	0.951224	0.330567	1.74953	0.592018	0.208679	6.403849	1.447748	5.037634	0.883253	1.226673	2.080036	1.100651	0.309311	0.725645	0.913717	0.807704	0.123713	7.378352	3.372009	0.038103	0.517692	0.799523	2.143555	0.247419	0.691627	2.357074	0.038103	1.494016	0.891286	1	0.206552	0.326678	9.906453	0.486653	1.8367	C03242
0.95975	5.309017	2.424714	0.811255	0.227689	0.414599	6.610071	0.504463	0.700726	1.782185	5.063115	6.140998	1.853511	3.272525	1.04025	0.455223	2.57926	0.791833	0.171762	2.607424	0.069158	2.050661	1.215752	0.617745	0.996427	6.731601	10.97082	7.161203	0.118441	0.772541	0.61177	0.069158	0.069158	0.699071	9.768298	0.623643	0.069158	1.234736	0.080125	0.329689	0.471552	2.491176	0.265237	3.773762	0.406833	1.166452	1.550185	5.085756	1	0.431378	0.137472	6.646464	0.201077	0.924847	2.5995	0.069158	1.545434	0.805618	2.829899	1.396371	0.235361	4.340621	2.480245	0.655157	6.493767	0.872069	1.168901	C03264
